INDEX_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,geom_WKT
49580,MONGLA,BD,22.466667,89.6,"POLYGON ((89.38406932920691 22.265977984133087,89.38406932920691 22.667355349199802,89.81593067079223 22.667355349199802,89.81593067079223 22.265977984133087,89.38406932920691 22.265977984133087))"
49590,CHITTAGONG,BD,22.316667,91.816667,"POLYGON ((91.60096628039263 22.11597328900629,91.60096628039263 22.517360044326914,92.03236705294061 22.517360044326914,92.03236705294061 22.11597328900629,91.60096628039263 22.11597328900629))"
49620,SITTWE,MM,20.133333,92.9,"POLYGON ((92.68744970551693 19.93258770416944,92.68744970551693 20.33407896249722,93.11255029448309 20.33407896249722,93.11255029448309 19.93258770416944,92.68744970551693 19.93258770416944))"
49640,BASSEIN,MM,16.783333,94.733333,"POLYGON ((94.52486796969423 16.582517120809737,94.52486796969423 16.984149545856805,94.94179869697238 16.984149545856805,94.94179869697238 16.582517120809737,94.52486796969423 16.582517120809737))"
49650,RANGOON,MM,16.766667,96.166667,"POLYGON ((95.95821980771484 16.56584972330001,95.95821980771484 16.967483610033224,96.37511352561853 16.967483610033224,96.37511352561853 16.56584972330001,95.95821980771484 16.56584972330001))"
49660,MOULMEIN HARBOR,MM,16.483333,97.616667,"POLYGON ((97.40852707294724 16.282511987684046,97.40852707294724 16.684154678982523,97.82480626038497 16.684154678982523,97.82480626038497 16.282511987684046,97.40852707294724 16.282511987684046))"
49690,MERGUI,MM,12.433333,98.6,"POLYGON ((98.39559739858115 12.232442848618302,98.39559739858115 12.634223818048454,98.8044026014179 12.634223818048454,98.8044026014179 12.232442848618302,98.39559739858115 12.232442848618302))"
49720,PORT BLAIR,IN,11.683333,92.75,"POLYGON ((92.5461636595264 11.482431035762508,92.5461636595264 11.884235630903747,92.95383634047346 11.884235630903747,92.95383634047346 11.482431035762508,92.5461636595264 11.482431035762508))"
49770,PHUKET,TH,7.833333,98.4,"POLYGON ((98.19849082365593 7.632386313352121,98.19849082365593 8.034280353314468,98.60150917634417 8.034280353314468,98.60150917634417 7.632386313352121,98.19849082365593 7.632386313352121))"
49780,KRABI,TH,8.066667,98.916667,"POLYGON ((98.71504331217628 7.865720394733203,98.71504331217628 8.267612938600125,99.11829002115707 8.267612938600125,99.11829002115707 7.865720394733203,98.71504331217628 7.865720394733203))"
49790,KANTANG HARBOR,TH,7.4,99.516667,"POLYGON ((99.31536110676925 7.199049660482,99.31536110676925 7.600950339518397,99.71797222656292 7.600950339518397,99.71797222656292 7.199049660482,99.31536110676925 7.199049660482))"
49930,PORT KLANG,MY,3,101.4,"POLYGON ((101.2000862743913 2.7990204621226464,101.2000862743913 3.2009795378773545,101.59991372560872 3.2009795378773545,101.59991372560872 2.7990204621226464,101.2000862743913 2.7990204621226464))"
49960,PORT DICKSON,MY,2.533333,101.783333,"POLYGON ((101.58349995344457 2.332351002695706,101.58349995344457 2.734315663969663,101.9831667132216 2.734315663969663,101.9831667132216 2.332351002695706,101.58349995344457 2.332351002695706))"
37170,AMBES,FR,45.016667,-0.533333,"POLYGON ((-0.8152685508585823 44.816686954885235,-0.8152685508585823 45.21664637844828,-0.2513981158081712 45.21664637844828,-0.2513981158081712 44.816686954885235,-0.8152685508585823 44.816686954885235))"
35415,TEIGNMOUTH HARBOUR,GB,50.55,-3.5,"POLYGON ((-3.8135490927897884 50.35020813845418,-3.8135490927897884 50.74979186154685,-3.186450907210559 50.74979186154685,-3.186450907210559 50.35020813845418,-3.8135490927897884 50.35020813845418))"
35440,BRIDPORT HARBOUR,GB,50.716667,-2.766667,"POLYGON ((-3.0813374236297952 50.516888025775664,-3.0813374236297952 50.91644530755776,-2.451995909703553 50.91644530755776,-2.451995909703553 50.516888025775664,-3.0813374236297952 50.516888025775664))"
35480,POOLE HARBOUR,GB,50.683333,-1.95,"POLYGON ((-2.2644517660619967 50.48355595932892,-2.2644517660619967 50.88311070733781,-1.635548233938005 50.88311070733781,-1.635548233938005 50.48355595932892,-2.2644517660619967 50.48355595932892))"
35580,SOUTHAMPTON,GB,50.9,-1.4,"POLYGON ((-1.7159139522335587 50.70022614599503,-1.7159139522335587 51.09977385400508,-1.0840860477664056 51.09977385400508,-1.0840860477664056 50.70022614599503,-1.7159139522335587 50.70022614599503))"
35630,SHOREHAM HARBOUR,GB,50.816667,-0.25,"POLYGON ((-0.5653417202591884 50.616888921889114,-0.5653417202591884 51.01643751887014,0.06535084409903147 51.01643751887014,0.06535084409903147 50.616888921889114,-0.5653417202591884 50.616888921889114))"
35730,DUNKERQUE PORT EST,FR,51.05,2.383333,"POLYGON ((2.06641292578933 50.850228945379854,2.06641292578933 51.24977105462021,2.700253740877311 51.24977105462021,2.700253740877311 50.850228945379854,2.06641292578933 50.850228945379854))"
5620,SHIPPEGAN,CA,47.75,-64.7,"POLYGON ((-64.99637055297394 47.55011799043265,-64.99637055297394 47.94988200956742,-64.40362944702609 47.94988200956742,-64.40362944702609 47.55011799043265,-64.99637055297394 47.55011799043265))"
5740,GEORGETOWN,CA,46.183333,-62.533333,"POLYGON ((-62.8211718102141 45.98339390875117,-62.8211718102141 46.38327275791569,-62.24549485645266 46.38327275791569,-62.24549485645266 45.98339390875117,-62.8211718102141 45.98339390875117))"
5770,SUMMERSIDE,CA,46.4,-63.783333,"POLYGON ((-64.07231309258935 46.20007224280378,-64.07231309258935 46.599927757196205,-63.49435357407729 46.599927757196205,-63.49435357407729 46.20007224280378,-64.07231309258935 46.20007224280378))"
5800,PICTOU,CA,45.666667,-62.716667,"POLYGON ((-63.00184889906872 45.46671245217424,-63.00184889906872 45.86662088115914,-62.43148443426462 45.86662088115914,-62.43148443426462 45.46671245217424,-63.00184889906872 45.46671245217424))"
5870,PORT HAWKESBURY,CA,45.616667,-61.366667,"POLYGON ((-61.65160118156049 45.41671113465967,-61.65160118156049 45.816622198673805,-61.081732151772805 45.816622198673805,-61.081732151772805 45.41671113465967,-61.65160118156049 45.41671113465967))"
5880,PORT HASTINGS,CA,45.65,-61.4,"POLYGON ((-61.685103777667095 45.45004521240759,-61.685103777667095 45.84995478759262,-61.114896222332845 45.84995478759262,-61.114896222332845 45.45004521240759,-61.685103777667095 45.45004521240759))"
5960,WHYCOCOMAGH,CA,45.966667,-61.133333,"POLYGON ((-61.42005843069501 45.76672514799692,-61.42005843069501 46.166608185336415,-60.84660823597167 46.166608185336415,-60.84660823597167 45.76672514799692,-61.42005843069501 45.76672514799692))"
5970,GRAND NARROWS,CA,45.95,-60.783333,"POLYGON ((-61.06996796583345 45.75005650154602,-61.06996796583345 46.149943498454,-60.49669870083323 46.149943498454,-60.49669870083323 45.75005650154602,-61.06996796583345 45.75005650154602))"
5980,LITTLE BRAS D OR,CA,46.25,-60.3,"POLYGON ((-60.58819771307457 46.05006732885715,-60.58819771307457 46.44993267114289,-60.01180228692541 46.44993267114289,-60.01180228692541 46.05006732885715,-60.58819771307457 46.05006732885715))"
5990,NORTH SYDNEY,CA,46.216667,-60.25,"POLYGON ((-60.53802341143222 46.016733278018584,-60.53802341143222 46.416600055314795,-59.961976588567794 46.416600055314795,-59.961976588567794 46.016733278018584,-60.53802341143222 46.016733278018584))"
5430,CORNUCOPIA,US,46.866667,-91.1,"POLYGON ((-91.39148097242969 46.66675680544794,-91.39148097242969 47.06657652788538,-90.8085190275703 47.06657652788538,-90.8085190275703 46.66675680544794,-91.39148097242969 46.66675680544794))"
4930,STURGEON BAY,US,44.833333,-87.383333,"POLYGON ((-87.66438293338012 44.633350290149934,-87.66438293338012 45.03331637651685,-87.10228373328653 45.03331637651685,-87.10228373328653 44.633350290149934,-87.66438293338012 44.633350290149934))"
4940,GREEN BAY,US,44.516667,-88.016667,"POLYGON ((-88.29618542842023 44.31667426743849,-88.29618542842023 44.71665906589444,-87.7371479049131 44.71665906589444,-87.7371479049131 44.31667426743849,-88.29618542842023 44.31667426743849))"
4950,DEPERE,US,44.45,-88.066667,"POLYGON ((-88.34586817659485 44.25000529248391,-88.34586817659485 44.64999470751601,-87.7874651567385 44.64999470751601,-87.7874651567385 44.25000529248391,-88.34586817659485 44.25000529248391))"
4960,KAUKAUNA,US,44.283333,-88.266667,"POLYGON ((-88.5450803306724 44.08333209891672,-88.5450803306724 44.48333456774994,-87.98825300266093 44.48333456774994,-87.98825300266093 44.08333209891672,-88.5450803306724 44.08333209891672))"
5010,OCONTO,US,44.9,-87.833333,"POLYGON ((-88.11470389835482 44.70002020660273,-88.11470389835482 45.09997979339728,-87.55196276831184 45.09997979339728,-87.55196276831184 44.70002020660273,-88.11470389835482 44.70002020660273))"
5020,MARINETTE,US,45.083333,-87.6,"POLYGON ((-87.88226443955848 44.8833571074505,-87.88226443955848 45.283309559216285,-87.31773556044156 45.283309559216285,-87.31773556044156 44.8833571074505,-87.88226443955848 44.8833571074505))"
5030,MENOMINEE,US,45.1,-87.6,"POLYGON ((-87.88234649635159 44.90002435378962,-87.88234649635159 45.2999756462105,-87.31765350364846 45.2999756462105,-87.31765350364846 44.90002435378962,-87.88234649635159 44.90002435378962))"
5050,ESCANABA,US,45.766667,-87.05,"POLYGON ((-87.33569724107011 45.5667182344864,-87.33569724107011 45.96661509884693,-86.76430275892992 45.96661509884693,-86.76430275892992 45.5667182344864,-87.33569724107011 45.5667182344864))"
5060,GLADSTONE,US,45.85,-87.016667,"POLYGON ((-87.30279037423396 45.65005446287757,-87.30279037423396 46.04994553712245,-86.73054295909937 46.04994553712245,-86.73054295909937 45.65005446287757,-87.30279037423396 45.65005446287757))"
5070,NAHMA,US,45.833333,-86.666667,"POLYGON ((-86.95269901975338 45.6333842156137,-86.95269901975338 46.03328245105304,-86.38063431357999 46.03328245105304,-86.38063431357999 45.6333842156137,-86.95269901975338 45.6333842156137))"
5100,MANISTIQUE,US,45.95,-86.25,"POLYGON ((-86.5366396879562 45.75005727199161,-86.5366396879562 46.149942728008426,-85.9633603120438 46.149942728008426,-85.9633603120438 45.75005727199161,-86.5366396879562 45.75005727199161))"
5110,PORT INLAND,US,45.966667,-85.866667,"POLYGON ((-86.15338871885072 45.76672452926197,-86.15338871885072 46.166608804071366,-85.5799446144826 46.166608804071366,-85.5799446144826 45.76672452926197,-86.15338871885072 45.76672452926197))"
5130,GOULAIS BAY,CA,46.733333,-84.5,"POLYGON ((-84.79074932623085 46.5334120022868,-84.79074932623085 46.93325466438028,-84.20925067376929 46.93325466438028,-84.20925067376929 46.5334120022868,-84.79074932623085 46.5334120022868))"
5140,BATCHAWANA BAY,CA,46.916667,-84.6,"POLYGON ((-84.89174321011062 46.716753923504726,-84.89174321011062 47.1165794098287,-84.30825678988943 47.1165794098287,-84.30825678988943 46.716753923504726,-84.89174321011062 46.716753923504726))"
47987,EAST ZEIT TERMINAL,EG,27.85,33.6,"POLYGON ((33.37437041952696 27.649457006800553,33.37437041952696 28.050542993199493,33.825629580473056 28.050542993199493,33.825629580473056 27.649457006800553,33.37437041952696 27.649457006800553))"
47988,SHARM EL SHEIKH,EG,27.85,34.283333,"POLYGON ((34.05770512526564 27.64945641124097,34.05770512526564 28.05054358875902,34.50896154140102 28.05054358875902,34.50896154140102 27.64945641124097,34.05770512526564 27.64945641124097))"
47982,EL TUR HARBOR,EG,28.233333,33.616667,"POLYGON ((33.390236177207086 28.03280147040255,33.390236177207086 28.433865196264076,33.84309715612622 28.433865196264076,33.84309715612622 28.03280147040255,33.390236177207086 28.03280147040255))"
47960,NUWEIBA EL MUZEIMA,EG,28.966667,34.65,"POLYGON ((34.4219914611979 28.7661563748606,34.4219914611979 29.1671769584728,34.87800853880213 29.1671769584728,34.87800853880213 28.7661563748606,34.4219914611979 28.7661563748606))"
48104,SHARMAH,SA,27.933333,35.25,"POLYGON ((35.024198613779085 27.732792098531245,35.024198613779085 28.133874568135443,35.475801386220915 28.133874568135443,35.475801386220915 27.732792098531245,35.024198613779085 27.732792098531245))"
48106,DUBA,SA,27.566667,35.533333,"POLYGON ((35.30828780936726 27.3661157662516,35.30828780936726 27.767217567080177,35.75837885729882 27.767217567080177,35.75837885729882 27.3661157662516,35.30828780936726 27.3661157662516))"
48108,DUBA BULK PLANT TANKER TERMINAL,SA,27.316667,35.9,"POLYGON ((35.67546038748264 27.11610742263331,35.67546038748264 27.517225910699896,36.12453961251733 27.517225910699896,36.12453961251733 27.11610742263331,35.67546038748264 27.11610742263331))"
48030,NORTH AIN SUKHNA PORT,EG,29.65,32.366667,"POLYGON ((32.137137742389534 29.449509978517057,32.137137742389534 29.850490021482408,32.59619559094396 29.850490021482408,32.59619559094396 29.449509978517057,32.137137742389534 29.449509978517057))"
59475,GINGOOG,PH,8.833333,125.1,"POLYGON ((124.89797834235783 8.632395031460561,124.89797834235783 9.034271635206089,125.30202165764219 9.034271635206089,125.30202165764219 8.632395031460561,124.89797834235783 8.632395031460561))"
25760,IGGESUND,SE,61.65,17.083333,"POLYGON ((16.66401150425885 61.45057483885049,16.66401150425885 61.849425161149746,17.502655162407795 61.849425161149746,17.502655162407795 61.45057483885049,16.66401150425885 61.45057483885049))"
58795,ISABEL,PH,10.916667,124.433333,"POLYGON ((124.23003699378422 10.71575513143572,124.23003699378422 11.1175782018976,124.63662967288248 11.1175782018976,124.63662967288248 10.71575513143572,124.23003699378422 10.71575513143572))"
25780,HUDIKSVALL,SE,61.733333,17.116667,"POLYGON ((16.696213379935593 61.53390968247832,16.696213379935593 61.93275698418841,17.537119953397728 61.93275698418841,17.537119953397728 61.53390968247832,16.696213379935593 61.53390968247832))"
59343,MASAO,PH,9,125.416667,"POLYGON ((125.21455315880947 8.799065140022424,125.21455315880947 9.200934859977579,125.6187801745239 9.200934859977579,125.6187801745239 8.799065140022424,125.21455315880947 8.799065140022424))"
25800,STOCKA,SE,61.9,17.35,"POLYGON ((16.927275011752062 61.70056845529876,16.927275011752062 62.0994315447013,17.772724988247926 62.0994315447013,17.772724988247926 61.70056845529876,16.927275011752062 61.70056845529876))"
58695,TANAUAN,PH,11.1,125.016667,"POLYGON ((124.81324448561317 10.899089074540973,124.81324448561317 11.300910925459023,125.22008884772016 11.300910925459023,125.22008884772016 10.899089074540973,124.81324448561317 10.899089074540973))"
60981,SHAKHTERSK,RU,49.166667,142.066667,"POLYGON ((141.7619280015566 48.966836766912515,141.7619280015566 49.366496566420814,142.3714053317767 49.366496566420814,142.3714053317767 48.966836766912515,141.7619280015566 48.966836766912515))"
44162,KAVKAZ OIL TERMINAL,RU,45.333333,36.65,"POLYGON ((36.366489265182615 45.13336812354095,36.366489265182615 45.53329854312577,36.93351073481741 45.53329854312577,36.93351073481741 45.13336812354095,36.366489265182615 45.13336812354095))"
60582,ZARUBINO,RU,42.633333,131.083333,"POLYGON ((130.8123922326162 42.43327454750174,130.8123922326162 42.833392119164756,131.3542744340505 42.833392119164756,131.3542744340505 42.43327454750174,130.8123922326162 42.43327454750174))"
60870,VITAZ MARINE TERMINAL,RU,52.7,143.55,"POLYGON ((143.22125111865788 52.500285029328424,143.22125111865788 52.899714970671965,143.87874888134226 52.899714970671965,143.87874888134226 52.500285029328424,143.22125111865788 52.500285029328424))"
25900,STOCKVIK,SE,62.333333,17.383333,"POLYGON ((16.954536657377894 62.13391096010011,16.954536657377894 62.532755706566746,17.812130009288644 62.532755706566746,17.812130009288644 62.13391096010011,16.954536657377894 62.13391096010011))"
25910,SUNDSVALL,SE,62.383333,17.35,"POLYGON ((16.920487484979546 62.183915140178115,16.920487484979546 62.582751526488764,17.77951251502028 62.582751526488764,17.77951251502028 62.183915140178115,16.920487484979546 62.183915140178115))"
26140,VIVSTAVARV,SE,62.483333,17.35,"POLYGON ((16.919053215968134 62.283917878125955,16.919053215968134 62.68274878854108,17.780946784031492 62.68274878854108,17.780946784031492 62.283917878125955,16.919053215968134 62.283917878125955))"
26180,SORAKER,SE,62.5,17.5,"POLYGON ((17.068782535039624 62.30057823226982,17.068782535039624 62.69942176773228,17.931217464961158 62.69942176773228,17.931217464961158 62.30057823226982,17.068782535039624 62.30057823226982))"
26240,HARNOSAND,SE,62.633333,17.933333,"POLYGON ((17.50018545742284 62.43393795013462,17.50018545742284 62.83272871653239,18.366481209243847 62.83272871653239,18.366481209243847 62.43393795013462,17.50018545742284 62.43393795013462))"
26280,ULVVIK,SE,62.666667,17.866667,"POLYGON ((17.43302923092659 62.4672713436512,17.43302923092659 62.86606198968237,18.300304102406773 62.86606198968237,18.300304102406773 62.4672713436512,17.43302923092659 62.4672713436512))"
26290,UTANSJO,SE,62.766667,17.933333,"POLYGON ((17.49822917738893 62.56727507977552,17.49822917738893 62.966058253557854,18.368437489277746 62.966058253557854,18.368437489277746 62.56727507977552,17.49822917738893 62.56727507977552))"
26310,GUSTAVSVIK,SE,62.833333,17.883333,"POLYGON ((17.447242011643503 62.63394305135482,17.447242011643503 63.03272361531188,18.319424655023163 63.03272361531188,18.319424655023163 62.63394305135482,17.447242011643503 62.63394305135482))"
26340,LUNDE,SE,62.883333,17.883333,"POLYGON ((17.44649977047421 62.68394446593387,17.44649977047421 63.08272220073277,18.320166896192454 63.08272220073277,18.320166896192454 62.68394446593387,17.44649977047421 62.68394446593387))"
26380,KRAMFORS,SE,62.933333,17.8,"POLYGON ((17.362419000494057 62.73394365959442,17.362419000494057 63.13272300707221,18.237580999505944 63.13272300707221,18.237580999505944 62.73394365959442,17.362419000494057 62.73394365959442))"
25570,KARSKAR,SE,60.683333,17.266667,"POLYGON ((16.85999122679035 60.48387266666647,16.85999122679035 60.882794000000445,17.673342106542925 60.882794000000445,17.673342106542925 60.48387266666647,16.85999122679035 60.48387266666647))"
26420,VAJA,SE,62.983333,17.716667,"POLYGON ((17.278336138524406 62.783941288275194,17.278336138524406 63.18272537839149,18.154997194808924 63.18272537839149,18.154997194808924 62.783941288275194,17.278336138524406 62.783941288275194))"
26430,BOLLSTABRUK,SE,63,17.7,"POLYGON ((17.261419323413016 62.800607474545586,17.261419323413016 63.199392525454414,18.138580676586983 63.199392525454414,18.138580676586983 62.800607474545586,17.261419323413016 62.800607474545586))"
24790,DEGERHAMN,SE,56.35,16.416667,"POLYGON ((16.057238384657342 56.15040015824475,16.057238384657342 56.549599841755466,16.776094948675837 56.549599841755466,16.776094948675837 56.15040015824475,16.057238384657342 56.15040015824475))"
24810,RONEHAMN,SE,57.116667,18.5,"POLYGON ((18.133156519607358 56.91709072649763,18.133156519607358 57.31624260683582,18.86684348039272 57.31624260683582,18.86684348039272 56.91709072649763,18.133156519607358 56.91709072649763))"
24840,SLITE,SE,57.7,18.816667,"POLYGON ((18.443948367382713 57.50045457189556,18.443948367382713 57.89954542810459,19.189384965950634 57.89954542810459,19.189384965950634 57.50045457189556,18.443948367382713 57.50045457189556))"
24900,FAROSUND,SE,57.916667,19.05,"POLYGON ((18.675044508221376 57.71712882651079,18.675044508221376 58.11620450682253,19.424955491778626 58.11620450682253,19.424955491778626 57.71712882651079,18.675044508221376 57.71712882651079))"
24940,STORUGNS,SE,57.833333,18.8,"POLYGON ((18.42590481407689 57.63379176252037,18.42590481407689 58.03287490414636,19.174095185923118 58.03287490414636,19.174095185923118 57.63379176252037,18.42590481407689 57.63379176252037))"
24950,VISBY,SE,57.633333,18.283333,"POLYGON ((17.911314298470952 57.433779968981625,17.911314298470952 57.83288669768544,18.65535236819564 57.83288669768544,18.65535236819564 57.433779968981625,17.911314298470952 57.433779968981625))"
24960,KLINTEHAMN,SE,57.383333,18.2,"POLYGON ((17.83051224866249 57.18377534427905,17.83051224866249 57.582891322387745,18.56948775133746 57.582891322387745,18.56948775133746 57.18377534427905,17.83051224866249 57.18377534427905))"
25050,VERKEBACK,SE,57.733333,16.533333,"POLYGON ((16.16027058141289 57.53377811130054,16.16027058141289 57.93288855536645,16.906396085253913 57.93288855536645,16.906396085253913 57.53377811130054,16.16027058141289 57.53377811130054))"
25060,VASTERVIK,SE,57.766667,16.65,"POLYGON ((16.276593281032802 57.56711826285514,16.276593281032802 57.966215070478334,17.023406718967237 57.966215070478334,17.023406718967237 57.56711826285514,16.276593281032802 57.56711826285514))"
25190,NORRKOPING,SE,58.583333,16.2,"POLYGON ((15.817950378775244 58.38381266747579,15.817950378775244 58.78285399919144,16.582049621224677 58.78285399919144,16.582049621224677 58.38381266747579,15.817950378775244 58.38381266747579))"
25280,OXELOSUND,SE,58.666667,17.116667,"POLYGON ((16.733701562946507 58.46715104041862,16.733701562946507 58.86618229291489,17.499631770386806 58.86618229291489,17.499631770386806 58.46715104041862,16.733701562946507 58.46715104041862))"
25290,NYKOPING,SE,58.75,17.016667,"POLYGON ((16.632781119730012 58.55048857227925,16.632781119730012 58.94951142772079,17.40055221360332 58.94951142772079,17.40055221360332 58.55048857227925,16.632781119730012 58.55048857227925))"
25320,SODERTALJE,SE,59.183333,17.65,"POLYGON ((17.261259534410645 58.98382819779004,17.261259534410645 59.38283846887668,18.03874046558938 59.38283846887668,18.03874046558938 58.98382819779004,17.261259534410645 58.98382819779004))"
25330,NYNASHAMN,SE,58.9,17.966667,"POLYGON ((17.58111687192185 58.70049347550784,17.58111687192185 59.09950652449213,18.35221646141148 59.09950652449213,18.35221646141148 58.70049347550784,17.58111687192185 58.70049347550784))"
11980,SAN LORENZO,VE,9.783333,-71.066667,"POLYGON ((-71.26923434799717 9.582405768504781,-71.26923434799717 9.984260898161835,-70.86409898533616 9.984260898161835,-70.86409898533616 9.582405768504781,-71.26923434799717 9.582405768504781))"
12032,PUNTA DE PALMAS,VE,10.783333,-71.583333,"POLYGON ((-71.78653919861216 10.582419910103106,-71.78653919861216 10.984246756563362,-71.38012746805433 10.984246756563362,-71.38012746805433 10.582419910103106,-71.78653919861216 10.582419910103106))"
12034,BAJO GRANDE,VE,10.516667,-71.633333,"POLYGON ((-71.83636067090264 10.31574942100347,-71.83636067090264 10.717583912327193,-71.43030599576291 10.717583912327193,-71.43030599576291 10.31574942100347,-71.83636067090264 10.31574942100347))"
12050,PUNTA CARDON,VE,11.633333,-70.233333,"POLYGON ((-70.43713285256787 11.43243025501529,-70.43713285256787 11.834236411650675,-70.029533814099 11.834236411650675,-70.029533814099 11.43243025501529,-70.43713285256787 11.43243025501529))"
56330,WAKE ISLAND,QW,19.283333,166.616667,"POLYGON ((166.40523678656533 19.082569790503037,166.40523678656533 19.484096876163484,166.8280965467678 19.484096876163484,166.8280965467678 19.082569790503037,166.40523678656533 19.082569790503037))"
56400,MAJURO ATOLL,MH,7.083333,171.383333,"POLYGON ((171.18216668629893 6.882379299354591,171.18216668629893 7.284287367312068,171.58449998036772 7.284287367312068,171.58449998036772 6.882379299354591,171.18216668629893 6.882379299354591))"
56450,TARAWA ATOLL,KI,1.333333,172.933333,"POLYGON ((172.73363916367134 1.1323475717914895,172.73363916367134 1.5343190948753285,173.13302750299528 1.5343190948753285,173.13302750299528 1.1323475717914895,172.73363916367134 1.1323475717914895))"
56500,NAURU,NR,-0.533333,166.916667,"POLYGON ((166.7170186937822 -0.7343202178171357,166.7170186937822 -0.33234644884856324,167.11631463955095 -0.33234644884856324,167.11631463955095 -0.7343202178171357,166.7170186937822 -0.7343202178171357))"
56520,SAIPAN,MP,15.2,145.683333,"POLYGON ((145.47650233091056 14.999154381267083,145.47650233091056 15.40084561873287,145.89016433575605 15.40084561873287,145.89016433575605 14.999154381267083,145.47650233091056 14.999154381267083))"
56530,TINIAN,MP,14.966667,145.616667,"POLYGON ((145.41006070400047 14.76581733168097,145.41006070400047 15.16751600165238,145.82327262933288 15.16751600165238,145.82327262933288 14.76581733168097,145.41006070400047 14.76581733168097))"
56540,ROTA,MP,14.133333,145.15,"POLYGON ((144.94416802748313 13.932468472882906,144.94416802748313 14.334198193783749,145.35583197251688 14.334198193783749,145.35583197251688 13.932468472882906,144.94416802748313 13.932468472882906))"
56550,APRA HARBOR,GU,13.45,144.616667,"POLYGON ((144.411434348678 13.249125115242503,144.411434348678 13.650874884757553,144.82189898465438 13.650874884757553,144.82189898465438 13.249125115242503,144.411434348678 13.249125115242503))"
56570,LELE HARBOR,FM,5.333333,163.033333,"POLYGON ((162.83283063183572 5.13236437183787,162.83283063183572 5.534302294828873,163.23383603483094 5.534302294828873,163.23383603483094 5.13236437183787,162.83283063183572 5.13236437183787))"
56630,COLONIA,FM,9.516667,138.133333,"POLYGON ((137.930926808884 9.315736097994034,137.930926808884 9.7175972353375,138.33573985778298 9.7175972353375,138.33573985778298 9.315736097994034,137.930926808884 9.315736097994034))"
56660,MALAKAL HARBOR,PW,7.333333,134.45,"POLYGON ((134.24872411275823 7.132382077042127,134.24872411275823 7.534284589624663,134.65127588724238 7.534284589624663,134.65127588724238 7.132382077042127,134.24872411275823 7.132382077042127))"
56710,LONGAN ISLAND,PG,-1.216667,144.3,"POLYGON ((144.10031416994437 -1.417652053381163,144.10031416994437 -1.0156812799522186,144.49968583005577 -1.0156812799522186,144.49968583005577 -1.417652053381163,144.10031416994437 -1.417652053381163))"
56730,LORENGAU,PG,-2.016667,147.266667,"POLYGON ((147.06690218320324 -2.2176507559060354,147.06690218320324 -1.8156825774272978,147.46643115013012 -1.8156825774272978,147.46643115013012 -2.2176507559060354,147.06690218320324 -2.2176507559060354))"
56738,WEWAK HARBOR,PG,-3.566667,143.633333,"POLYGON ((143.4333087962316 -3.7676449932521856,143.4333087962316 -3.3656883400797803,143.8333578704342 -3.3656883400797803,143.8333578704342 -3.7676449932521856,143.4333087962316 -3.7676449932521856))"
56740,HAMBURG HARBOR,PG,-1.633333,149.966667,"POLYGON ((149.76694583755906 -1.8343189483633415,149.76694583755906 -1.4323477183030133,150.16638749577427 -1.4323477183030133,150.16638749577427 -1.8343189483633415,149.76694583755906 -1.8343189483633415))"
56820,KOKOPO,PG,-4.333333,152.266667,"POLYGON ((152.0664577020538 -4.534308687201397,152.0664577020538 -4.132357979465423,152.46687563127978 -4.132357979465423,152.46687563127978 -4.534308687201397,152.0664577020538 -4.534308687201397))"
56835,KIMBE,PG,-5.133333,150.533333,"POLYGON ((150.33289332745267 -5.334302667105403,150.33289332745267 -4.932363999561259,150.73377333921394 -4.932363999561259,150.73377333921394 -5.334302667105403,150.33289332745267 -5.334302667105403))"
56855,KIETA,PG,-6.216667,155.633333,"POLYGON ((155.4325191506451 -6.4176294713645925,155.4325191506451 -6.015703861968746,155.8341475160215 -6.015703861968746,155.8341475160215 -6.4176294713645925,155.4325191506451 -6.4176294713645925))"
56970,GIZO HARBOR,SB,-8.1,156.85,"POLYGON ((156.64836014355373 -8.300947760247318,156.64836014355373 -7.899052239752677,157.05163985644626 -7.899052239752677,157.05163985644626 -8.300947760247318,156.64836014355373 -8.300947760247318))"
56320,NONOPAPA,US,21.866667,-160.233333,"POLYGON ((-160.44835207248383 21.66596237494938,-160.44835207248383 22.067370958383933,-160.0183145941828 22.067370958383933,-160.0183145941828 21.66596237494938,-160.44835207248383 21.66596237494938))"
55670,APIA,WS,-13.816667,-171.766667,"POLYGON ((-171.97221730577309 -14.017539767765726,-171.97221730577309 -13.615793565567547,-171.56111602756027 -13.615793565567547,-171.56111602756027 -14.017539767765726,-171.97221730577309 -14.017539767765726))"
55680,PAGO PAGO HARBOR,AS,-14.283333,-170.666667,"POLYGON ((-170.87263351289468 -14.484198217400264,-170.87263351289468 -14.08246844926631,-170.46069982043852 -14.08246844926631,-170.46069982043852 -14.484198217400264,-170.87263351289468 -14.484198217400264))"
55695,ALOFI,NU,-19.033333,-169.933333,"POLYGON ((-170.1444454130337 -19.234107942828874,-170.1444454130337 -18.83255872383779,-169.72222125363297 -18.83255872383779,-169.72222125363297 -19.234107942828874,-170.1444454130337 -19.234107942828874))"
55740,AVATIU,CK,-21.2,-159.783333,"POLYGON ((-159.99737208759754 -21.400725238080913,-159.99737208759754 -20.999274761919036,-159.56929457906912 -20.999274761919036,-159.56929457906912 -21.400725238080913,-159.99737208759754 -21.400725238080913))"
