INDEX_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,geom_WKT
8940,DESTREHAN,US,29.95,-90.366667,"POLYGON ((-90.59688489284356 29.749519385410306,-90.59688489284356 30.15048061458975,-90.13644844048973 30.15048061458975,-90.13644844048973 29.749519385410306,-90.59688489284356 29.749519385410306))"
8970,BATON ROUGE,US,30.45,-91.183333,"POLYGON ((-91.4147154427068 30.249534293868077,-91.4147154427068 30.65046570613156,-90.95195122396005 30.65046570613156,-90.95195122396005 30.249534293868077,-91.4147154427068 30.249534293868077))"
8980,LOOP TERMINAL,US,28.883333,-90.016667,"POLYGON ((-90.24449235234697 28.682819936323224,-90.24449235234697 29.08384673034345,-89.78884098098636 29.08384673034345,-89.78884098098636 28.682819936323224,-90.24449235234697 28.682819936323224))"
8990,GRAND ISLE,US,29.233333,-90,"POLYGON ((-90.22859579579246 29.032830410968963,-90.22859579579246 29.43383625569765,-89.77140420420754 29.43383625569765,-89.77140420420754 29.032830410968963,-90.22859579579246 29.032830410968963))"
9000,MORGAN CITY,US,29.7,-91.216667,"POLYGON ((-91.446311509623 29.499511427205785,-91.446311509623 29.900488572793964,-90.98702182371039 29.900488572793964,-90.98702182371039 29.499511427205785,-91.446311509623 29.499511427205785))"
9030,HAYMARK TERMINAL,US,30.133333,-93.316667,"POLYGON ((-93.54730896510435 29.932858177806025,-93.54730896510435 30.33380848886067,-93.08602436822898 30.33380848886067,-93.08602436822898 29.932858177806025,-93.54730896510435 29.932858177806025))"
9040,LAKE CHARLES,US,30.216667,-93.25,"POLYGON ((-93.48083605452817 30.016193911908182,-93.48083605452817 30.417139421425098,-93.01916394547186 30.417139421425098,-93.01916394547186 30.016193911908182,-93.48083605452817 30.016193911908182))"
9050,SABINE,US,29.716667,-93.866667,"POLYGON ((-94.09634866628637 29.516178352825946,-94.09634866628637 29.917154980507206,-93.63698466704692 29.917154980507206,-93.63698466704692 29.516178352825946,-94.09634866628637 29.516178352825946))"
9060,SABINE PASS,US,29.733333,-93.9,"POLYGON ((-94.12972018587847 29.53284551226749,-94.12972018587847 29.933821154399038,-93.67027981412154 29.933821154399038,-93.67027981412154 29.53284551226749,-94.12972018587847 29.53284551226749))"
9070,ORANGE,US,30.083333,-93.733333,"POLYGON ((-93.96385807974598 29.882856304624763,-93.96385807974598 30.283810362041894,-93.5028085869207 30.283810362041894,-93.5028085869207 29.882856304624763,-93.96385807974598 29.882856304624763))"
9080,PORT ARTHUR,US,29.833333,-93.966667,"POLYGON ((-94.19661599587936 29.6328485494903,-94.19661599587936 30.033818117176363,-93.73671733745398 30.033818117176363,-93.73671733745398 29.6328485494903,-94.19661599587936 29.6328485494903))"
8550,BRUNSWICK,US,31.15,-81.5,"POLYGON ((-81.73306406113069 30.94955617958996,-81.73306406113069 31.350443820410174,-81.26693593886942 31.350443820410174,-81.26693593886942 30.94955617958996,-81.73306406113069 30.94955617958996))"
8560,FERNANDINA BEACH,US,30.683333,-81.466667,"POLYGON ((-81.6986045373919 30.48287546509553,-81.6986045373919 30.88379120157087,-81.23472879594155 30.88379120157087,-81.23472879594155 30.48287546509553,-81.6986045373919 30.48287546509553))"
8570,MAYPORT,US,30.4,-81.433333,"POLYGON ((-81.66459811872939 30.19953333643351,-81.66459811872939 30.60046666356613,-81.20206854793763 30.60046666356613,-81.20206854793763 30.19953333643351,-81.66459811872939 30.19953333643351))"
8115,PAULSBORO,US,39.85,-75.25,"POLYGON ((-75.50968573920566 39.64984426208,-75.50968573920566 40.05015573792,-74.99031426079434 40.05015573792,-74.99031426079434 39.64984426208,-75.50968573920566 39.64984426208))"
8120,GLOUCESTER,US,39.9,-75.133333,"POLYGON ((-75.39320753006594 39.69984618697255,-75.39320753006594 40.10015381302746,-74.87345913660074 40.10015381302746,-74.87345913660074 39.69984618697255,-75.39320753006594 39.69984618697255))"
8130,CAMDEN,US,39.95,-75.133333,"POLYGON ((-75.3933967366992 39.74984791835046,-75.3933967366992 40.15015208164953,-74.87326992996748 40.15015208164953,-74.87326992996748 39.74984791835046,-75.3933967366992 39.74984791835046))"
8140,BURLINGTON,US,40.083333,-74.866667,"POLYGON ((-75.12723473675662 39.883185511972194,-75.12723473675662 40.283481154694464,-74.6060985965767 40.283481154694464,-74.6060985965767 39.883185511972194,-75.12723473675662 39.883185511972194))"
8150,BRISTOL,US,40.1,-74.85,"POLYGON ((-75.11063142398538 39.89985269503626,-75.11063142398538 40.300147304963744,-74.5893685760146 40.300147304963744,-74.5893685760146 39.89985269503626,-75.11063142398538 39.89985269503626))"
8160,TRENTON,US,40.2,-74.766667,"POLYGON ((-75.02767924947304 39.999855781768204,-75.02767924947304 40.4001442182318,-74.50565408386029 40.4001442182318,-74.50565408386029 39.999855781768204,-75.02767924947304 39.999855781768204))"
8170,OCEAN CITY,US,38.333333,-75.083333,"POLYGON ((-75.33751381568331 38.133125569398665,-75.33751381568331 38.53354109726791,-74.82915285098338 38.53354109726791,-74.82915285098338 38.133125569398665,-75.33751381568331 38.133125569398665))"
8180,CAPE CHARLES,US,37.266667,-76.016667,"POLYGON ((-76.26721817755005 37.06642249456956,-76.26721817755005 37.46691083876369,-75.76611515578328 37.46691083876369,-75.76611515578328 37.06642249456956,-76.26721817755005 37.06642249456956))"
8190,SALISBURY,US,38.366667,-75.6,"POLYGON ((-75.85429238132492 38.166458670539825,-75.85429238132492 38.56687466279345,-75.34570761867498 38.56687466279345,-75.34570761867498 38.166458670539825,-75.85429238132492 38.166458670539825))"
11390,ORANJESTAD,BQ,17.483333,-62.983333,"POLYGON ((-63.192578372089315 17.28253042503317,-63.192578372089315 17.68413624163337,-62.77408829457734 17.68413624163337,-62.77408829457734 17.28253042503317,-63.192578372089315 17.28253042503317))"
11400,BASSETERRE,KN,17.3,-62.716667,"POLYGON ((-62.92570468862815 17.09919408776757,-62.92570468862815 17.50080591223231,-62.50762864470506 17.50080591223231,-62.50762864470506 17.09919408776757,-62.92570468862815 17.09919408776757))"
11430,ST JOHNS,AG,17.116667,-61.85,"POLYGON ((-62.05883315795805 16.915856581723386,-62.05883315795805 17.317476751609927,-61.64116684204197 17.317476751609927,-61.64116684204197 16.915856581723386,-62.05883315795805 16.915856581723386))"
10420,MEDIA LUNA,CU,20.15,-77.433333,"POLYGON ((-77.6459063071537 19.949256227609325,-77.6459063071537 20.350743772390665,-77.22076035951298 20.350743772390665,-77.22076035951298 19.949256227609325,-77.6459063071537 19.949256227609325))"
10430,CEIBA HUECA,CU,20.216667,-77.316667,"POLYGON ((-77.52932973579495 20.015923696908462,-77.52932973579495 20.417409636424797,-77.10400359753844 20.417409636424797,-77.10400359753844 20.015923696908462,-77.52932973579495 20.015923696908462))"
10460,MANZANILLO,CU,20.35,-77.116667,"POLYGON ((-77.32951069298527 20.149259374181973,-77.32951069298527 20.550740625817895,-76.90382264034811 20.550740625817895,-76.90382264034811 20.149259374181973,-77.32951069298527 20.149259374181973))"
10500,JUCARO,CU,21.616667,-78.85,"POLYGON ((-79.06464524661946 21.415956010425933,-79.06464524661946 21.817377322906626,-78.63535475338041 21.817377322906626,-78.63535475338041 21.415956010425933,-79.06464524661946 21.415956010425933))"
10520,TUNAS DE ZAZA,CU,21.633333,-79.55,"POLYGON ((-79.76466944632182 21.432624423931493,-79.76466944632182 21.83404224273408,-79.33533055367772 21.83404224273408,-79.33533055367772 21.432624423931493,-79.76466944632182 21.432624423931493))"
10530,CASILDA,CU,21.75,-79.983333,"POLYGON ((-80.19817723175112 21.549292424047447,-80.19817723175112 21.950707575952432,-79.76848943491555 21.950707575952432,-79.76848943491555 21.549292424047447,-80.19817723175112 21.549292424047447))"
310,AKUREYRI,IS,65.683333,-18.083333,"POLYGON ((-18.566802848871955 65.48402117475993,-18.566802848871955 65.88264549190691,-17.599863817794688 65.88264549190691,-17.599863817794688 65.48402117475993,-18.566802848871955 65.48402117475993))"
400,SEYDHISFJORDHUR,IS,65.266667,-14,"POLYGON ((-14.475829921620182 65.06734370881604,-14.475829921620182 65.46598962451735,-13.524170078379818 65.46598962451735,-13.524170078379818 65.06734370881604,-14.475829921620182 65.06734370881604))"
430,ESKIFJORDHUR,IS,65.066667,-14.016667,"POLYGON ((-14.488927786489054 64.86733851528392,-14.488927786489054 65.2659948180494,-13.544405546844285 65.2659948180494,-13.544405546844285 64.86733851528392,-14.488927786489054 64.86733851528392))"
480,HORNABJORDUR,IS,64.25,-15.233333,"POLYGON ((-15.69161565708308 64.05064500353218,-15.69161565708308 64.4493549964679,-14.775051009583557 64.4493549964679,-14.775051009583557 64.05064500353218,-15.69161565708308 64.05064500353218))"
560,NANORTALIK HAVN,GL,60.116667,-45.2,"POLYGON ((-45.59968799279122 59.917195236536735,-45.59968799279122 60.316138096796614,-44.8003120072088 60.316138096796614,-44.8003120072088 59.917195236536735,-45.59968799279122 59.917195236536735))"
585,NARSAQ,GL,60.916667,-46.05,"POLYGON ((-46.45966169368333 60.71722135569408,-46.45966169368333 61.11611197763922,-45.640338306316664 61.11611197763922,-45.640338306316664 60.71722135569408,-46.45966169368333 60.71722135569408))"
590,NARSARSSUAQ,GL,61.15,-45.433333,"POLYGON ((-45.84602121556895 60.95054717792746,-45.84602121556895 61.34945282207262,-45.020645451097664 61.34945282207262,-45.020645451097664 60.95054717792746,-45.84602121556895 60.95054717792746))"
605,GRONNEDAL (KANGILINNGUIT),GL,61.233333,-48.1,"POLYGON ((-48.51377355950845 61.03389706666499,-48.51377355950845 61.43276960000168,-47.68622644049155 61.43276960000168,-47.68622644049155 61.03389706666499,-48.51377355950845 61.03389706666499))"
640,NUUK,GL,64.183333,-51.75,"POLYGON ((-52.2071569779236 63.98397115086891,-52.2071569779236 64.38269551579779,-51.29284302207641 64.38269551579779,-51.29284302207641 63.98397115086891,-52.2071569779236 63.98397115086891))"
670,MANIITSOQ,GL,65.416667,-52.916667,"POLYGON ((-53.395207007459646 65.21734587651947,-53.395207007459646 65.61598745681407,-52.43812632587374 65.61598745681407,-52.43812632587374 65.21734587651947,-53.395207007459646 65.21734587651947))"
690,SISIMIUT,GL,66.916667,-53.7,"POLYGON ((-54.207718203288735 66.71736820529681,-54.207718203288735 67.11596512803656,-53.19228179671127 67.11596512803656,-53.19228179671127 66.71736820529681,-54.207718203288735 66.71736820529681))"
760,AASIAAT,GL,68.7,-52.866667,"POLYGON ((-53.41463520493653 68.50075773967566,-53.41463520493653 68.89924226032454,-52.31869812839683 68.89924226032454,-52.31869812839683 68.50075773967566,-53.41463520493653 68.50075773967566))"
840,QEQERTARSUAQ,GL,69.233333,-53.533333,"POLYGON ((-54.094674962951075 69.03405696152198,-54.094674962951075 69.43260970514477,-52.97199170371567 69.43260970514477,-52.97199170371567 69.03405696152198,-54.094674962951075 69.03405696152198))"
8200,HAVRE DE GRACE,US,39.533333,-76.083333,"POLYGON ((-76.3418321611367 39.33316685505548,-76.3418321611367 39.73349981161043,-75.82483450553002 39.73349981161043,-75.82483450553002 39.33316685505548,-76.3418321611367 39.33316685505548))"
8210,BALTIMORE,US,39.266667,-76.583333,"POLYGON ((-76.84084672500573 39.06648923637984,-76.84084672500573 39.466844096953565,-76.32581994166095 39.466844096953565,-76.32581994166095 39.06648923637984,-76.84084672500573 39.06648923637984))"
8225,ANNAPOLIS,US,38.983333,-76.483333,"POLYGON ((-76.73982338937805 38.78314691610845,-76.73982338937805 39.18351975055846,-76.22684327728851 39.18351975055846,-76.22684327728851 38.78314691610845,-76.73982338937805 38.78314691610845))"
8227,SOLOMONS ISLAND,US,38.316667,-76.45,"POLYGON ((-76.7041228706677 38.11645769201568,-76.7041228706677 38.51687564131769,-76.1958771293323 38.51687564131769,-76.1958771293323 38.11645769201568,-76.7041228706677 38.11645769201568))"
8230,WASHINGTON D.C.,US,38.866667,-77.033333,"POLYGON ((-77.28940278178452 38.666477183641724,-77.28940278178452 39.066856149691596,-76.77726388488215 39.066856149691596,-76.77726388488215 38.666477183641724,-77.28940278178452 38.666477183641724))"
8240,ALEXANDRIA,US,38.8,-77.033333,"POLYGON ((-77.2891637392288 38.599808224542286,-77.2891637392288 39.00019177545768,-76.77750292743787 39.00019177545768,-76.77750292743787 38.599808224542286,-77.2891637392288 38.599808224542286))"
8245,PINEY POINT,US,38.133333,-76.533333,"POLYGON ((-76.78681463823558 37.93311703051737,-76.78681463823558 38.33354963614946,-76.2798520284312 38.33354963614946,-76.2798520284312 37.93311703051737,-76.78681463823558 37.93311703051737))"
8250,YORKTOWN,US,37.233333,-76.5,"POLYGON ((-76.75043646263744 37.03308653552777,-76.75043646263744 37.433580131139024,-76.24956353736268 37.433580131139024,-76.24956353736268 37.03308653552777,-76.75043646263744 37.03308653552777))"
8260,WEST POINT,US,37.533333,-76.8,"POLYGON ((-77.05143740047687 37.333097813870694,-77.05143740047687 37.733568852795045,-76.54856259952298 37.733568852795045,-76.54856259952298 37.333097813870694,-77.05143740047687 37.333097813870694))"
8270,FREDERICKSBURG,US,38.3,-77.45,"POLYGON ((-77.70406485432152 38.09979045795456,-77.70406485432152 38.50020954204549,-77.19593514567846 38.50020954204549,-77.19593514567846 38.09979045795456,-77.70406485432152 38.09979045795456))"
8280,NORFOLK,US,36.85,-76.3,"POLYGON ((-76.54918662762397 36.64974167824618,-76.54918662762397 37.05025832175384,-76.05081337237603 37.05025832175384,-76.05081337237603 36.64974167824618,-76.54918662762397 36.64974167824618))"
8290,PORTSMOUTH,US,36.816667,-76.3,"POLYGON ((-76.54907839340103 36.616407220998845,-76.54907839340103 37.016926112334524,-76.05092160659896 37.016926112334524,-76.05092160659896 36.616407220998845,-76.54907839340103 36.616407220998845))"
8300,NEWPORT NEWS,US,36.966667,-76.433333,"POLYGON ((-76.6828999062243 36.76641205774765,-76.6828999062243 37.16692127558586,-76.18376676044231 37.16692127558586,-76.18376676044231 36.76641205774765,-76.6828999062243 36.76641205774765))"
8318,WARWICK,US,37.45,-77.416667,"POLYGON ((-77.66782747036044 37.249761742191964,-77.66782747036044 37.650238257807786,-77.16550586297316 37.650238257807786,-77.16550586297316 37.249761742191964,-77.66782747036044 37.249761742191964))"
8320,RICHMOND,US,37.533333,-77.416667,"POLYGON ((-77.66810647819132 37.33309786783434,-77.66810647819132 37.73356879883153,-77.16522685514225 37.73356879883153,-77.16522685514225 37.33309786783434,-77.66810647819132 37.33309786783434))"
8325,ELIZABETH CITY,US,36.3,-76.216667,"POLYGON ((-76.464091388345 36.099723235873725,-76.464091388345 36.50027676412621,-75.96924194498837 36.50027676412621,-75.96924194498837 36.099723235873725,-76.464091388345 36.099723235873725))"
49982,JOHOR,MY,1.433333,103.9,"POLYGON ((103.70029824719792 1.2323478108038675,103.70029824719792 1.6343188558633845,104.09970175280195 1.6343188558633845,104.09970175280195 1.2323478108038675,103.70029824719792 1.2323478108038675))"
51855,NORTH PULAU LAUT COAL TERMINAL,ID,-3.2,116.283333,"POLYGON ((116.0833824682397 -3.4009803533025984,116.0833824682397 -2.9990196466974206,116.48328419842704 -2.9990196466974206,116.48328419842704 -3.4009803533025984,116.0833824682397 -3.4009803533025984))"
51865,TANAH MERAH,ID,-1.816667,116.166667,"POLYGON ((115.96692569809733 -2.017651643839198,115.96692569809733 -1.6156816894941153,116.36640763523602 -1.6156816894941153,116.36640763523602 -2.017651643839198,115.96692569809733 -2.017651643839198))"
51803,TANJUNG SANGATA,ID,0.366667,117.566667,"POLYGON ((117.36702237979668 0.16568164624840703,117.36702237979668 0.5676516870855683,117.76631095353588 0.5676516870855683,117.76631095353588 0.16568164624840703,117.36702237979668 0.16568164624840703))"
50516,TANJUNG BALAI KARIMUN,ID,0.983333,103.433333,"POLYGON ((103.23366253898439 0.782348658938079,103.23366253898439 1.1843177643046876,103.63300412452948 1.1843177643046876,103.63300412452948 0.782348658938079,103.23366253898439 0.782348658938079))"
50518,KUALA TANJUNG,ID,3.366667,99.483333,"POLYGON ((99.28335028460923 3.165689353436008,99.28335028460923 3.5676439798978494,99.68331638205841 3.5676439798978494,99.68331638205841 3.165689353436008,99.28335028460923 3.165689353436008))"
50055,SEKUPANG,ID,1.133333,103.916667,"POLYGON ((103.7169864569544 0.9323472694106578,103.7169864569544 1.3343193972560101,104.11634687637894 1.3343193972560101,104.11634687637894 0.9323472694106578,103.7169864569544 0.9323472694106578))"
50932,TANJUNG GEREM,ID,-5.966667,105.983333,"POLYGON ((105.78261157888008 -6.1676326524929275,105.78261157888008 -5.765700680840404,106.18405508778659 -5.765700680840404,106.18405508778659 -6.1676326524929275,105.78261157888008 -6.1676326524929275))"
61875,EASTERN PART OF NIIGATA-KO,JP,38.016667,139.233333,"POLYGON ((138.98025127204886 37.81644748559202,138.98025127204886 38.21688584774134,139.48641539461778 38.21688584774134,139.48641539461778 37.81644748559202,138.98025127204886 37.81644748559202))"
61379,FUNABASHI,JP,35.666667,139.95,"POLYGON ((139.70454532994162 35.46636866382797,139.70454532994162 35.86696466950513,140.19545467005835 35.86696466950513,140.19545467005835 35.46636866382797,139.70454532994162 35.46636866382797))"
61353,SOMA,JP,37.833333,140.95,"POLYGON ((140.69754371545443 37.63310846480811,140.69754371545443 38.03355820185855,141.20245628454555 38.03355820185855,141.20245628454555 37.63310846480811,140.69754371545443 37.63310846480811))"
61695,HIKARI,JP,33.95,131.933333,"POLYGON ((131.692915154515 33.749645331875335,131.692915154515 34.150354668124685,132.17375151215168 34.150354668124685,132.17375151215168 33.749645331875335,131.692915154515 33.749645331875335))"
61862,HIMEKAWA,JP,37.033333,137.85,"POLYGON ((137.6002156599166 36.83308130135041,137.6002156599166 37.233585365316266,138.09978434008337 37.233585365316266,138.09978434008337 36.83308130135041,137.6002156599166 36.83308130135041))"
61564,HIROHATA,JP,34.766667,134.633333,"POLYGON ((134.39057187506793 34.5663389005851,134.39057187506793 34.96699443274823,134.87609479159872 34.96699443274823,134.87609479159872 34.5663389005851,134.39057187506793 34.5663389005851))"
62118,HIBIKINADA,JP,33.933333,130.833333,"POLYGON ((130.5929617454568 33.732978187707644,130.5929617454568 34.13368847895903,131.0737049212099 34.13368847895903,131.0737049212099 33.732978187707644,130.5929617454568 33.732978187707644))"
61932,MEGA,JP,34.783333,134.7,"POLYGON ((134.4571896449556 34.58300611164141,134.4571896449556 34.98366055502521,134.94281035504437 34.98366055502521,134.94281035504437 34.58300611164141,134.4571896449556 34.58300611164141))"
61642,MITSUKOJIMA,JP,34.183333,132.516667,"POLYGON ((132.2755885704944 33.9829865093408,132.2755885704944 34.383680157326005,132.75774476283908 34.383680157326005,132.75774476283908 33.9829865093408,132.2755885704944 33.9829865093408))"
62333,MATSU-SHIMA,JP,32.933333,129.6,"POLYGON ((129.36236942199972 32.732946056980836,129.36236942199972 33.13372060968595,129.83763057800033 33.13372060968595,129.83763057800033 32.732946056980836,129.36236942199972 32.732946056980836))"
61664,NAMIKATA,JP,34.116667,132.9,"POLYGON ((132.65911125835416 33.91631746749829,132.65911125835416 34.31701586583503,133.14088874164585 34.31701586583503,133.14088874164585 33.91631746749829,132.65911125835416 33.91631746749829))"
61277,NOSHIRO KO,JP,40.216667,140,"POLYGON ((139.73892132168118 40.01652379371483,139.73892132168118 40.41680953961848,140.26107867831882 40.41680953961848,140.26107867831882 40.01652379371483,139.73892132168118 40.01652379371483))"
61760,SAKAIMINATO,JP,35.533333,133.233333,"POLYGON ((132.98828851478063 35.3330305417942,132.98828851478063 35.73363612487137,133.47837815188623 35.73363612487137,133.47837815188623 35.3330305417942,132.98828851478063 35.3330305417942))"
61566,SHIKAMA,JP,34.766667,134.65,"POLYGON ((134.40723853952676 34.566338900297694,134.40723853952676 34.96699443303564,134.89276146047325 34.96699443303564,134.89276146047325 34.566338900297694,134.40723853952676 34.566338900297694))"
62115,TOBATA,JP,33.916667,130.816667,"POLYGON ((130.5763418820442 33.71631098826086,130.5763418820442 34.117022345072485,131.05699145128912 34.117022345072485,131.05699145128912 33.71631098826086,130.5763418820442 33.71631098826086))"
62113,YANAI,JP,33.95,132.133333,"POLYGON ((131.89291606779113 33.749645189670424,131.89291606779113 34.150354810329596,132.37375059887552 34.150354810329596,132.37375059887552 33.749645189670424,131.89291606779113 33.749645189670424))"
940,KAJALLEQ UPERNAVIK,GL,72.15,-55.533333,"POLYGON ((-56.18255974025932 71.95076645608391,-56.18255974025932 72.34923354391613,-54.88410692640737 72.34923354391613,-54.88410692640737 71.95076645608391,-56.18255974025932 71.95076645608391))"
1020,POND INLET,CA,72.75,-76.75,"POLYGON ((-77.42110754699257 72.5508258620733,-77.42110754699257 72.94917413792676,-76.07889245300746 72.94917413792676,-76.07889245300746 72.5508258620733,-77.42110754699257 72.5508258620733))"
1035,PADLOPING ISLAND,CA,67.033333,-62.733333,"POLYGON ((-63.24349078358299 66.83404110625304,-63.24349078358299 67.23262556041365,-62.22317588308369 67.23262556041365,-62.22317588308369 66.83404110625304,-63.24349078358299 66.83404110625304))"
1040,PANGNIRTUNG,CA,66.133333,-65.75,"POLYGON ((-66.24200521845057 65.93402096792732,-66.24200521845057 66.33264569873941,-65.25799478154943 66.33264569873941,-65.25799478154943 65.93402096792732,-66.24200521845057 65.93402096792732))"
44807,AKSAZ LIMANI,TR,36.833333,28.383333,"POLYGON ((28.134204982049766 36.63307358740289,28.134204982049766 37.033593079263866,28.63246168461687 37.033593079263866,28.63246168461687 36.63307358740289,28.134204982049766 36.63307358740289))"
10006,COCKBURN TOWN,BS,24.05,-74.533333,"POLYGON ((-74.75183048700208 23.84935204126287,-74.75183048700208 24.250647958737254,-74.31483617966467 24.250647958737254,-74.31483617966467 23.84935204126287,-74.75183048700208 23.84935204126287))"
10773,ROCKY POINT,JM,17.816667,-77.15,"POLYGON ((-77.35963260514585 17.61587077664187,-77.35963260514585 18.01746255669142,-76.94036739485416 18.01746255669142,-76.94036739485416 17.61587077664187,-77.35963260514585 17.61587077664187))"
11048,PUNTA NIZAO OIL TERMINAL,DO,18.2,-70.2,"POLYGON ((-70.41008623213823 17.99921223813566,-70.41008623213823 18.40078776186431,-69.98991376786181 18.40078776186431,-69.98991376786181 17.99921223813566,-70.41008623213823 17.99921223813566))"
11005,PUERTO BOTADO,DO,19.2,-69.45,"POLYGON ((-69.66132366381386 18.999235097407247,-69.66132366381386 19.4007649025927,-69.23867633618623 19.4007649025927,-69.23867633618623 18.999235097407247,-69.66132366381386 18.999235097407247))"
11372,COLES BAY OIL TERMINAL,SX,18.016667,-63.083333,"POLYGON ((-63.29320153520273 17.815874780103186,-63.29320153520273 18.217458553230152,-62.873465131463924 18.217458553230152,-62.873465131463924 17.815874780103186,-63.29320153520273 17.815874780103186))"
35410,TORQUAY HARBOUR,GB,50.466667,-3.533333,"POLYGON ((-3.8463323587365594 50.266873334938246,-3.8463323587365594 50.6664599983954,-3.22033430793037 50.6664599983954,-3.22033430793037 50.266873334938246,-3.8463323587365594 50.266873334938246))"
90,SKERJAFJORDUR,IS,64.15,-22.016667,"POLYGON ((-22.473292443950303 63.9506470736257,-22.473292443950303 64.34935292637434,-21.56004088938303 64.34935292637434,-21.56004088938303 63.9506470736257,-22.473292443950303 63.9506470736257))"
35450,PORTLAND HARBOUR,GB,50.583333,-2.433333,"POLYGON ((-2.747121068126582 50.383547887799175,-2.747121068126582 50.78311877886811,-2.119545598539894 50.78311877886811,-2.119545598539894 50.383547887799175,-2.747121068126582 50.383547887799175))"
105,GRUNDARTANGI,IS,64.266667,-22,"POLYGON ((-22.45854941816207 64.06731681423959,-22.45854941816207 64.4660165190938,-21.54145058183793 64.4660165190938,-21.54145058183793 64.06731681423959,-22.45854941816207 64.06731681423959))"
35460,WEYMOUTH HARBOUR,GB,50.616667,-2.45,"POLYGON ((-2.764009806057955 50.416881909330975,-2.764009806057955 50.81645142400297,-2.1359901939418586 50.81645142400297,-2.1359901939418586 50.416881909330975,-2.764009806057955 50.416881909330975))"
35550,COWES HARBOUR,GB,50.766667,-1.3,"POLYGON ((-1.615014482552501 50.566890351296436,-1.615014482552501 50.96644298203698,-0.9849855174474776 50.96644298203698,-0.9849855174474776 50.566890351296436,-1.615014482552501 50.566890351296436))"
35560,YARMOUTH HARBOUR,GB,50.7,-1.5,"POLYGON ((-1.814549906493793 50.50021317312942,-1.814549906493793 50.89978682687107,-1.1854500935064023 50.89978682687107,-1.1854500935064023 50.50021317312942,-1.814549906493793 50.50021317312942))"
35590,FAWLEY MARINE TERMINAL,GB,50.816667,-1.333333,"POLYGON ((-1.6486844355596415 50.61689144452062,-1.6486844355596415 51.01644188881281,-1.017982231107002 51.01644188881281,-1.017982231107002 50.61689144452062,-1.6486844355596415 50.61689144452062))"
35600,PORTSMOUTH HARBOUR,GB,50.8,-1.1,"POLYGON ((-1.4152373545153016 50.60022689729447,-1.4152373545153016 50.999773102705525,-0.7847626454846981 50.999773102705525,-0.7847626454846981 50.60022689729447,-1.4152373545153016 50.60022689729447))"
62121,YAHATA,JP,33.866667,130.816667,"POLYGON ((130.5764822059501 33.66630935828709,130.5764822059501 34.06702397504626,131.05685112738323 34.06702397504626,131.05685112738323 33.66630935828709,130.5764822059501 33.66630935828709))"
61541,YURA,JP,33.95,135.1,"POLYGON ((134.85958254937282 33.74964521426567,134.85958254937282 34.15035478573435,135.34041745062717 34.15035478573435,135.34041745062717 33.74964521426567,134.85958254937282 33.74964521426567))"
56945,QUEEN CAROLA HARBOR,PG,-5.166667,154.55,"POLYGON ((154.3495496562984 -5.367635949449061,154.3495496562984 -4.965697383884273,154.75045034370152 -4.965697383884273,154.75045034370152 -5.367635949449061,154.3495496562984 -5.367635949449061))"
60385,CHINAE,KR,35.133333,128.65,"POLYGON ((128.406154766708 34.933017663109474,128.406154766708 35.33364900355726,128.893845233292 35.33364900355726,128.893845233292 34.933017663109474,128.406154766708 34.933017663109474))"
53318,CAPE FLATTERY HARBOR,AU,-14.95,145.35,"POLYGON ((145.14341035410925 -15.150853398258423,145.14341035410925 -14.749146601741586,145.55658964589074 -14.749146601741586,145.55658964589074 -15.150853398258423,145.14341035410925 -15.150853398258423))"
45814,NOUAKCHOTT,MR,18.033333,-16.033333,"POLYGON ((-16.243221237710507 17.83254174048247,-16.243221237710507 18.234124926184208,-15.823445428956164 18.234124926184208,-15.823445428956164 17.83254174048247,-16.243221237710507 17.83254174048247))"
56840,BIALLA,PG,-5.3,150.983333,"POLYGON ((150.78284119738544 -5.500970492801306,150.78284119738544 -5.099029507198736,151.1838254692812 -5.099029507198736,151.1838254692812 -5.500970492801306,150.78284119738544 -5.500970492801306))"
48257,PORT OF SOHAR,OM,24.516667,56.633333,"POLYGON ((56.41403740122598 24.3160306183069,56.41403740122598 24.717302715023937,56.852629265439944 24.717302715023937,56.852629265439944 24.3160306183069,56.41403740122598 24.3160306183069))"
20060,UNGA,US,55.183333,-160.5,"POLYGON ((-160.84885124733225 54.98369224057756,-160.84885124733225 55.382974426089255,-160.1511487526678 55.382974426089255,-160.1511487526678 54.98369224057756,-160.84885124733225 54.98369224057756))"
20097,AKUTAN HARBOR,US,54.133333,-165.8,"POLYGON ((-166.1399846938291 53.93367035671201,-166.1399846938291 54.33299630995467,-165.46001530617093 54.33299630995467,-165.46001530617093 53.93367035671201,-166.1399846938291 53.93367035671201))"
20140,ADAK NAVAL AIR STATION,US,51.866667,-176.633333,"POLYGON ((-176.9559602071554 51.666923531801736,-176.9559602071554 52.06640980153167,-176.3107064595113 52.06640980153167,-176.3107064595113 51.666923531801736,-176.9559602071554 51.666923531801736))"
19585,PORT CHILKOOT,US,59.233333,-135.433333,"POLYGON ((-135.8226421545085 59.03382516668371,-135.8226421545085 59.432841499983056,-135.04402451215813 59.432841499983056,-135.04402451215813 59.03382516668371,-135.8226421545085 59.03382516668371))"
